grant_key,gm_key,legacy_gm_key,ein,gm_name,gm_state,gm_country,gm_country_tran,gm_city,gm_county,gm_msa_code,gm_msa_name,gm_cong_dist,gm_type,gm_organization_code,gm_organization_tran,gm_estab_yr,family_fdn_flag,recipient_key,legacy_recipient_key,recip_ein,recip_name,recip_city,recip_state,recip_zipcode,recip_country,recip_country_tran,recip_county,msa_code,msa_name,recip_cong_dist,recip_location,recip_subject_code,recip_subject_tran,recip_population_code,recip_population_tran,recip_organization_code,recip_organization_tran,recip_strategy_code,recip_strategy_tran,recip_unit,auth_flag,amount,duration,yr_issued,description,grant_subject_code,grant_subject_tran,activity_override,activity_override_tran,grant_population_code,grant_population_tran,grant_strategy_code,grant_strategy_tran,grant_transaction_code,grant_transaction_tran,paid_auth_flag,currency,unconverted_amt,fund_name,fund_type,fund_sub_type,program_area,edition,source_file_type,edms_status,edms_needs_review,edms_needs_review_geo,domestic_foreign_flag,developing_country,intl_countries,intl_countries_tran,intl_geonames,intl_geonames_tran,intl_geotree,intl_geotree_tran,dom_geonames,dom_geonames_tran,dom_geotree,dom_geotree_tran,is_media,descrip_and_name,city_country,lat,lon,geometry,tokens
24359220,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3171077,3171077,         ,Infobuzz Limited,Gloucester,  ,GL4 6PR,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12596,12.0,2015,The group will use the funding to install equipment that will enable them to provide a community recording studio to engage young people who are NEET. This will enable the organisation to strengthen its services and build capacity to reach more beneficiaries.,SR040300; SH000000,Disabled persons' rights; Information and Communications,SR040300,Disabled persons' rights,PA010000,Children and youth,UF0200,Equipment,TA00,Cash grants,A,GBP,8240.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,Infobuzz Limited The group will use the funding to install equipment that will enable them to provide a community recording studio to engage young people who are NEET. This will enable the organisation to strengthen its services and build capacity to reach more beneficiaries.,"Gloucester, United Kingdom",51.8642449,-2.238156,POINT (-2.238156 51.8642449),"['group', 'install', 'equipment', 'enable', 'record', 'studio', 'engage', 'young', 'people', 'neet', 'enable', 'organisation', 'strengthen', 'service', 'build', 'capacity', 'reach', 'beneficiaries']"
32008966,236439,WELL070,986038021,Wellcome Trust,,GB,United Kingdom,London,,     ,,,IF,EA030200  ,Independent foundations,1936,,554215,7609238,         ,Saint Georges University of London,London,  ,SW17 0RE,GB,United Kingdom,,0,,,United Kingdom,SE000000; SB060000,Health; Graduate and professional education,PJ050000,Academics,EB000000,Governments and agencies,,,,Y,12571,0.0,2014,Assessing the preservation and conservation needs of the archival and historical collection of St George's Medical School,SA000000; SH020200,Arts and culture; Archives and special collections,SA000000,Arts and culture,,,UF0000,Capital and infrastructure,TA00,Cash grants,A,GBP,8036.0,,,,,,FC eFile,,,,F,,,,,,,,,,,,False,Saint Georges University of London Assessing the preservation and conservation needs of the archival and historical collection of St George's Medical School,"London, United Kingdom",51.5073509,-0.1277583,POINT (-0.1277583 51.5073509),"['assess', 'preservation', 'conservation', 'need', 'archival', 'historical', 'collection', 'st', 'george', 'medical', 'school']"
36792532,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3328167,3328167,         ,Newton Aycliffe Youth & Community Centre,County Durham,  ,DL5 4HT,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12570,12.0,2018,"The group will develop and deliver a business model for the community centre, including marketing and engagement strategies and website and social media development. They will hold an open day and events to showcase facilities and consult the community to ensure activities meet their needs.",SH040701; SR000000; SN030000; SH040702,Social media; Human rights; Community improvement; Websites,SH040701,Social media,,,UP0500; UH0000,Online media; Outreach,TA00,Cash grants,A,GBP,9851.0,,,,,,360Giving,,,,F,,,,,,,,,,,,True,"Newton Aycliffe Youth & Community Centre The group will develop and deliver a business model for the community centre, including marketing and engagement strategies and website and social media development. They will hold an open day and events to showcase facilities and consult the community to ensure activities meet their needs.","County Durham, United Kingdom",54.7294099,-1.8811598,POINT (-1.8811598 54.7294099),"['group', 'deliver', 'business', 'model', 'centre', 'include', 'market', 'engagement', 'strategies', 'website', 'social', 'media', 'hold', 'open', 'day', 'events', 'showcase', 'facilities', 'consult', 'ensure', 'activities', 'meet', 'need']"
36798218,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3181826,3181826,         ,Riverside Performing Arts,Birmingham,  ,B13 8AR,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12553,12.0,2018,A series of interactive drama performances will be funded for children on internet safety. The project aims to raise awareness and reduce incidences of unsafe activity.,SA060000; SJ020000; SH050000,Performing arts; Abuse prevention; Information communications technology,SA060000,Performing arts,PA010000,Children and youth,UP0100; UH0100,Performances ; Public engagement and education,TA00,Cash grants,A,GBP,9838.0,,,,,,360Giving,,,,F,,,,,,,,,,,,False,Riverside Performing Arts A series of interactive drama performances will be funded for children on internet safety. The project aims to raise awareness and reduce incidences of unsafe activity.,"Birmingham, United Kingdom",52.48624299999999,-1.890401,POINT (-1.890401 52.48624299999999),"['series', 'interactive', 'drama', 'performances', 'fund', 'children', 'internet', 'safety', 'aim', 'raise', 'awareness', 'reduce', 'incidences', 'unsafe', 'activity']"
20120720,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,650700,7754276,         ,County of Northampton Council on Addiction,Northampton,  ,NN1 5AW,GB,United Kingdom,,0,,,United Kingdom,,,PH030000,Substance abusers,EA040000,Public charities,,,,N,12544,0.0,2013,"For This charity in Northampton will use the funding to support people experiencing drug abuse, alcoholism and/or homelessness. Focus groups and website feedback will allow people to share their personal experiences and the funding will enable the group to improve the effectiveness and efficiency of their current service",SH040702; SE151101,Websites; Alcoholism,SH040702,Websites,,,UP0500,Online media,TA00,Cash grants,P,GBP,8019.0,,,,,,eFile,,,,F,,,,,,,,,,,,False,"County of Northampton Council on Addiction For This charity in Northampton will use the funding to support people experiencing drug abuse, alcoholism and/or homelessness. Focus groups and website feedback will allow people to share their personal experiences and the funding will enable the group to improve the effectiveness and efficiency of their current service","Northampton, United Kingdom",52.240477,-0.9026560000000001,POINT (-0.9026560000000001 52.240477),"['charity', 'northampton', 'people', 'experience', 'drug', 'abuse', 'alcoholism', 'andor', 'homelessness', 'focus', 'group', 'website', 'feedback', 'allow', 'people', 'share', 'personal', 'experience', 'enable', 'group', 'improve', 'effectiveness', 'efficiency', 'current', 'service']"
23709640,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3089924,3089924,         ,Moving Pictures - Portable Community Film Shows,Braintree,  ,CO9 4PY,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12541,12.0,2015,The organisation will use the funding to offer their community cinema facilities in additional areas which are rurally isolated. This will provide a social activity that will bring local people together.,SH040200,Film and video,SH040200,Film and video,,,UQ0400; UK0000; UH0000; UP0300,"Product and service delivery; Policy, advocacy and systems reform; Outreach; Recordings",TA00,Cash grants,A,GBP,8204.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,Moving Pictures - Portable Community Film Shows The organisation will use the funding to offer their community cinema facilities in additional areas which are rurally isolated. This will provide a social activity that will bring local people together.,"Braintree, United Kingdom",51.880087,0.5509269,POINT (0.5509269 51.880087),"['organisation', 'offer', 'cinema', 'facilities', 'additional', 'areas', 'rurally', 'isolate', 'social', 'activity', 'bring', 'local', 'people', 'together']"
38262600,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,651441,7755253,         ,Csie,Bristol,  ,BS4 1DQ,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12537,12.0,2018,The funding will be used to create a free online equality toolkit in collaboration with local schools. The projects aims to allow school to promote equality and support teachers with information and guidance on this issue.,SR040000; SB030000; SH000000; SR020000,Antidiscrimination; Elementary and secondary education; Information and Communications; Social rights,SR040000,Antidiscrimination,PJ050100; PA010000,Students; Children and youth,UK0700,Equal access,TA00,Cash grants,A,GBP,9825.0,,,,,,360Giving,,,,F,,,,,,,,,,,,False,Csie The funding will be used to create a free online equality toolkit in collaboration with local schools. The projects aims to allow school to promote equality and support teachers with information and guidance on this issue.,"Bristol, United Kingdom",51.454513,-2.58791,POINT (-2.58791 51.454513),"['use', 'create', 'free', 'equality', 'toolkit', 'collaboration', 'local', 'school', 'project', 'aim', 'allow', 'school', 'promote', 'equality', 'teachers', 'guidance', 'issue']"
20115572,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,764818,7914041,         ,Samaritans of North Herts and Stevenage,Herts,  ,,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12514,0.0,2013,For This is a project by a charity based in Hitchin and operating across North Hertfordshire and Stevenage. The organisation will use the funding to create a film and DVD promoting the services of the organisation particularly to young people and prisoners. This will enable them to recruit new volunteers with the skills to address the needs of groups who do not normally contact Samaritans,SH040200,Film and video,SH040200,Film and video,PG040000,Incarcerated people,UN0000,Program support,TA00,Cash grants,P,GBP,8000.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,Samaritans of North Herts and Stevenage For This is a project by a charity based in Hitchin and operating across North Hertfordshire and Stevenage. The organisation will use the funding to create a film and DVD promoting the services of the organisation particularly to young people and prisoners. This will enable them to recruit new volunteers with the skills to address the needs of groups who do not normally contact Samaritans,"Herts, United Kingdom",51.80978229999999,-0.2376744,POINT (-0.2376744 51.80978229999999),"['charity', 'base', 'hitchin', 'operate', 'across', 'north', 'hertfordshire', 'stevenage', 'organisation', 'create', 'film', 'dvd', 'promote', 'service', 'organisation', 'particularly', 'young', 'people', 'prisoners', 'enable', 'recruit', 'volunteer', 'skills', 'address', 'need', 'group', 'normally', 'contact', 'samaritans']"
31011711,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,3101161,3101161,         ,Triangle Radio,Forest of Dean,  ,GL14 2JN,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12512,,2016,"The group will use the funding to provide a media training programme for young people culminating in work experience at a community event. This will improve the communication and written skills of beneficiaries living in this disadvantaged rural location, increasing their confidence and aspirations.",SH040000; SN000000; SS000000,Communication media; Community and economic development; Human services,SH040000,Communication media,PG030000,Economically disadvantaged people,UN0000,Program support,TA00,Cash grants,P,GBP,8185.0,,,,,,eFile,,,,F,,,,,,,,,,,,True,"Triangle Radio The group will use the funding to provide a media training programme for young people culminating in work experience at a community event. This will improve the communication and written skills of beneficiaries living in this disadvantaged rural location, increasing their confidence and aspirations.","Forest of Dean, United Kingdom",51.7999835,-2.5519169,POINT (-2.5519169 51.7999835),"['group', 'media', 'programme', 'young', 'people', 'culminate', 'work', 'experience', 'event', 'improve', 'communication', 'write', 'skills', 'beneficiaries', 'live', 'disadvantage', 'rural', 'location', 'increase', 'confidence', 'aspirations']"
36812846,226517,BIGL004,         ,The National Lottery Community Fund,,GB,United Kingdom,London,,     ,,,IF,,,0,,738498,7887749,         ,Ropetackle Arts Centre,Shoreham-by-Sea,  ,,GB,United Kingdom,,0,,,United Kingdom,,,,,,,,,,N,12504,12.0,2017,"This project will purchase new equipment for their community film club which will include a surround sound system and large screen. This will enable the organisation to offer a more inclusive range of films which are accessible for people with visual or hearing impairments, with the aim of reducing social isolation.",SH040200; SR040300; SJ090000,Film and video; Disabled persons' rights; Consumer protection,SH040200,Film and video,PH010000,People with disabilities,UF0200; UK0000; UP0300,"Equipment; Policy, advocacy and systems reform; Recordings",TA00,Cash grants,A,GBP,9260.0,,,,,,360Giving,,,,F,,,,,,,,,,,,True,"Ropetackle Arts Centre This project will purchase new equipment for their community film club which will include a surround sound system and large screen. This will enable the organisation to offer a more inclusive range of films which are accessible for people with visual or hearing impairments, with the aim of reducing social isolation.","Shoreham-by-Sea, United Kingdom",50.8342086,-0.2715558,POINT (-0.2715558 50.8342086),"['purchase', 'equipment', 'film', 'club', 'include', 'surround', 'sound', 'system', 'large', 'screen', 'enable', 'organisation', 'offer', 'inclusive', 'range', 'film', 'accessible', 'people', 'visual', 'hear', 'impairments', 'aim', 'reduce', 'social', 'isolation']"
